城市名稱,數據更新時間,目前氣溫(°C),體感溫度(°C),最低溫(°C),最高溫(°C),大氣壓力(hPa),濕度(%),海平面氣壓(hPa),地面氣壓(hPa),能見度(m),風速(m/s),風向(度),雲量(%),日出時間,日落時間,國家代碼,經度,緯度
Taoyuan,2026-04-08 07:57:25,13.4,12.55,13.4,13.4,1011,67,1011,1011,10000,8.26,123,100,1775597844,1775643673,CN,120.6167,32.2972
Taoyuan,2026-04-08 08:58:12,14.22,13.47,14.22,14.22,1010,68,1010,1010,10000,8.81,124,100,1775597844,1775643673,CN,120.6167,32.2972
Taoyuan,2026-04-08 10:07:48,13.84,13.08,13.84,13.84,1010,69,1010,1009,10000,8.96,128,100,1775597844,1775643673,CN,120.6167,32.2972
Taoyuan,2026-04-08 11:28:51,13.83,13.07,13.83,13.83,1010,69,1010,1009,10000,8.27,136,100,1775597844,1775643673,CN,120.6167,32.2972
Taoyuan,2026-04-08 12:08:03,13.67,13.1,13.67,13.67,1009,77,1009,1008,10000,8.7,137,100,1775597844,1775643673,CN,120.6167,32.2972
Taoyuan,2026-04-08 14:06:54,14.26,14.01,14.26,14.26,1008,87,1008,1008,10000,7.74,148,100,1775597844,1775643673,CN,120.6167,32.2972
Taoyuan,2026-04-08 15:52:59,14.84,14.81,14.84,14.84,1006,93,1006,1006,10000,7.68,156,100,1775597844,1775643673,CN,120.6167,32.2972
Taoyuan,2026-04-08 16:54:00,15.08,15.1,15.08,15.08,1005,94,1005,1005,10000,7.64,157,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-08 18:00:43,15.17,15.2,15.17,15.17,1005,94,1005,1003,10000,7.15,155,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-08 19:25:24,15.05,15.07,15.05,15.05,1003,94,1003,1002,10000,6.14,164,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-08 20:06:51,15.36,15.43,15.36,15.36,1002,95,1002,1001,10000,6.72,162,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-08 21:07:06,15.37,15.47,15.37,15.37,1002,96,1002,1001,10000,6.24,170,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-08 22:04:39,15.81,15.95,15.81,15.81,1002,96,1002,1002,10000,4.63,187,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-08 23:06:02,16.46,16.69,16.46,16.46,1002,97,1002,1002,10000,4.7,195,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-08 23:57:34,16.72,16.95,16.72,16.72,1003,96,1003,1002,10000,5.2,215,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-09 02:01:50,19.23,19.61,19.23,19.23,1003,92,1003,1002,10000,5.33,214,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-09 04:44:08,23.29,23.74,23.29,23.29,1001,79,1001,1000,10000,8.5,238,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-09 06:16:33,24.01,24.48,24.01,24.01,1001,77,1001,1000,10000,9.4,256,99,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-09 07:56:35,21.44,21.78,21.44,21.44,1001,82,1001,1000,10000,6.87,272,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-09 09:13:00,20.81,21.14,20.81,20.81,1002,84,1002,1001,10000,5.46,274,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-09 10:38:56,17.93,18.23,17.93,17.93,1002,94,1002,1001,10000,2.18,279,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-09 11:47:53,17.59,17.86,17.59,17.59,1002,94,1002,1002,10000,1.72,277,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-09 13:03:32,16.77,16.98,16.77,16.77,1003,95,1003,1002,10000,2.47,322,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-09 15:03:44,15.55,15.62,15.55,15.55,1004,94,1004,1004,10000,1.46,251,100,1775684169,1775730115,CN,120.6167,32.2972
Taoyuan,2026-04-09 16:45:41,14.68,14.66,14.68,14.68,1003,94,1003,1003,10000,3.22,304,100,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-09 17:54:53,13.68,13.58,13.68,13.68,1004,95,1004,1004,10000,1.87,287,95,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-09 18:52:55,12.77,12.61,12.77,12.77,1004,96,1004,1004,10000,3.09,287,10,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-09 19:59:36,12.39,12.19,12.39,12.39,1004,96,1004,1004,10000,2.91,273,61,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-09 20:55:44,12.05,11.82,12.05,12.05,1006,96,1006,1005,10000,2.91,281,73,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-09 21:40:17,11.82,11.56,11.82,11.82,1007,96,1007,1006,10000,2.74,297,77,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-09 22:33:28,13.8,13.53,13.8,13.8,1007,88,1007,1006,10000,2.81,292,69,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-09 23:32:02,16.45,16.19,16.45,16.45,1007,78,1007,1007,10000,3.41,291,59,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-10 01:47:10,20.75,20.5,20.75,20.75,1009,62,1009,1008,10000,3.63,299,65,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-10 04:40:59,24.66,24.62,24.66,24.66,1009,55,1009,1008,10000,4.43,307,32,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-10 06:27:50,25.46,25.47,25.46,25.46,1008,54,1008,1008,10000,4.49,305,29,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-10 08:06:30,24.45,24.47,24.45,24.45,1008,58,1008,1008,10000,4.67,297,0,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-10 09:44:14,20.61,20.82,20.61,20.61,1010,80,1010,1009,10000,1.89,338,6,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-10 10:44:41,17.38,17.5,17.38,17.38,1011,89,1011,1010,10000,3.23,58,20,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-10 11:41:04,15.64,15.61,15.64,15.64,1011,90,1011,1011,10000,3.39,86,33,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-10 12:50:49,14.84,14.68,14.84,14.84,1013,88,1013,1012,10000,2.81,99,99,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-10 14:13:15,14.25,14.03,14.25,14.25,1013,88,1013,1012,10000,3.07,89,100,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-10 15:12:08,14.14,13.88,14.14,14.14,1013,87,1013,1013,10000,2.85,120,100,1775770495,1775816556,CN,120.6167,32.2972
Taoyuan,2026-04-10 16:12:54,13.9,13.62,13.9,13.9,1013,87,1013,1013,10000,2.74,132,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-10 17:12:15,13.47,13.2,13.47,13.47,1013,89,1013,1013,10000,2.63,139,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-10 18:06:24,13.56,13.3,13.56,13.56,1013,89,1013,1013,10000,2.68,146,96,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-10 19:25:44,12.58,12.32,12.58,12.58,1013,93,1013,1012,10000,2.36,110,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-10 20:00:43,12.5,12.23,12.5,12.5,1012,93,1012,1012,10000,2.81,110,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-10 21:01:30,12.64,12.36,12.64,12.64,1012,92,1012,1012,10000,3.05,116,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-10 22:00:00,12.59,12.28,12.59,12.59,1013,91,1013,1012,10000,3.1,117,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-10 22:42:28,14.03,13.73,14.03,14.03,1013,86,1013,1012,10000,3.04,114,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-10 23:28:04,14.03,13.73,14.03,14.03,1013,86,1013,1012,10000,3.04,114,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 00:00:07,16.13,15.73,16.13,16.13,1013,74,1013,1012,10000,4.65,134,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 02:41:44,19.23,18.75,19.23,19.23,1013,59,1013,1013,10000,5.14,127,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 04:49:35,19.35,18.91,19.35,19.35,1012,60,1012,1012,10000,4.17,119,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 05:55:08,18.71,18.28,18.71,18.71,1012,63,1012,1010,10000,5.77,120,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 06:52:10,17.35,16.89,17.35,17.35,1011,67,1011,1010,10000,5.88,124,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 07:44:43,16.28,15.71,16.28,16.28,1012,67,1012,1011,10000,6.13,147,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 08:33:57,15.46,14.86,15.46,15.46,1012,69,1012,1011,10000,6.47,151,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 09:33:02,14.7,14.16,14.7,14.7,1013,74,1013,1013,10000,5.19,138,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 10:26:14,14.7,14.16,14.7,14.7,1013,74,1013,1013,10000,5.19,138,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 11:01:41,14.45,13.94,14.45,14.45,1012,76,1012,1012,10000,6.05,146,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 11:51:46,14.27,13.5,14.27,14.27,1015,67,1015,1013,10000,5.69,152,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 12:37:53,14.33,13.75,14.33,14.33,1016,74,1016,1015,10000,4.57,193,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 13:49:57,12.97,12.49,12.97,12.97,1016,83,1016,1015,10000,6.1,154,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 14:27:16,12.97,12.49,12.97,12.97,1016,83,1016,1015,10000,6.1,154,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 15:03:42,12.66,12.25,12.66,12.66,1014,87,1014,1014,10000,7.88,141,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 15:53:07,12.53,12.03,12.53,12.53,1016,84,1016,1015,10000,3.38,138,100,1775856821,1775902997,CN,120.6167,32.2972
Taoyuan,2026-04-11 16:27:10,12.53,12.03,12.53,12.53,1016,84,1016,1015,10000,3.38,138,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-11 17:03:01,12.11,11.57,12.11,12.11,1015,84,1015,1014,10000,3.98,130,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-11 17:55:20,11.83,11.31,11.83,11.83,1014,86,1014,1012,10000,4.65,112,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-11 18:32:19,12.33,11.76,12.33,12.33,1013,82,1013,1013,10000,4.51,133,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-11 19:27:20,12.33,11.76,12.33,12.33,1013,82,1013,1013,10000,4.51,133,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-11 19:57:39,12.17,11.56,12.17,12.17,1012,81,1012,1012,10000,3.98,114,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-11 20:31:17,11.98,11.45,11.98,11.98,1012,85,1012,1011,10000,4.18,107,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-11 21:25:11,11.98,11.45,11.98,11.98,1012,85,1012,1011,10000,4.18,107,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-11 21:54:53,12.04,11.57,12.04,12.04,1013,87,1013,1012,10000,3.8,90,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-11 22:22:53,12.04,11.57,12.04,12.04,1013,87,1013,1012,10000,3.8,90,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-11 22:59:02,12.54,12.12,12.54,12.54,1013,87,1013,1012,10000,4.42,91,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-11 23:37:19,12.99,12.62,12.99,12.99,1013,87,1013,1013,10000,4.67,103,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 01:48:54,12.82,12.53,12.82,12.82,1013,91,1013,1012,10000,5.85,98,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 04:41:34,12.95,12.73,12.95,12.95,1012,93,1012,1011,10000,4.91,86,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 06:20:10,12.61,12.41,12.61,12.61,1011,95,1011,1010,10000,6.09,86,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 07:48:26,12.29,12.06,12.29,12.29,1011,95,1011,1011,10000,5.22,82,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 08:38:50,12.24,12.03,12.24,12.24,1012,96,1012,1011,10000,5.17,74,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 09:38:37,12.28,12.07,12.28,12.28,1012,96,1012,1012,10000,5.6,74,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 10:31:38,12.13,11.91,12.13,12.13,1012,96,1012,1012,10000,5.66,70,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 11:27:31,12.13,11.91,12.13,12.13,1012,96,1012,1012,10000,5.66,70,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 11:56:23,12.1,11.87,12.1,12.1,1013,96,1013,1013,10000,5.88,73,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 12:51:32,11.8,11.52,11.8,11.8,1014,95,1014,1013,10000,6,74,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 13:55:21,11.48,11.14,11.48,11.48,1014,94,1014,1014,10000,5.7,77,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 14:35:24,11.51,11.2,11.51,11.51,1015,95,1015,1014,10000,4.91,82,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 15:29:20,11.51,11.2,11.51,11.51,1015,95,1015,1014,10000,4.91,82,100,1775943148,1775989439,CN,120.6167,32.2972
Taoyuan,2026-04-12 16:00:29,11.66,11.39,11.66,11.66,1014,96,1014,1014,10000,4.91,76,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-12 17:02:58,11.76,11.5,11.76,11.76,1014,96,1014,1014,10000,4.32,76,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-12 17:57:59,11.8,11.54,11.8,11.8,1014,96,1014,1013,10000,3.49,79,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-12 18:48:34,11.75,11.51,11.75,11.75,1013,97,1013,1013,10000,3.11,70,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-12 19:34:07,11.83,11.6,11.83,11.83,1013,97,1013,1013,10000,3.62,56,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-12 20:27:00,11.83,11.6,11.83,11.83,1013,97,1013,1013,10000,3.62,56,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-12 20:57:38,11.87,11.65,11.87,11.87,1014,97,1014,1013,10000,3.74,59,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-12 21:55:43,12.01,11.8,12.01,12.01,1014,97,1014,1014,10000,3.72,70,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-12 22:26:20,12.01,11.8,12.01,12.01,1014,97,1014,1014,10000,3.72,70,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-12 23:01:54,12.09,11.86,12.09,12.09,1015,96,1015,1014,10000,3.54,72,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-12 23:58:32,12.4,12.2,12.4,12.4,1015,96,1015,1015,10000,3.54,72,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-13 02:43:08,14.73,14.61,14.73,14.73,1016,90,1016,1015,10000,4.26,89,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-13 05:33:45,15.49,15.37,15.49,15.49,1014,87,1014,1013,10000,4.32,76,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-13 07:50:22,14.94,14.79,14.94,14.94,1013,88,1013,1012,10000,4.39,68,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-13 09:29:02,14.44,14.29,14.44,14.44,1013,90,1013,1012,10000,3.52,69,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-13 11:02:22,13.35,13.14,13.35,13.35,1014,92,1014,1013,10000,2.41,50,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-13 12:13:42,13.14,12.91,13.14,13.14,1015,92,1015,1014,10000,2.58,57,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-13 14:13:25,12.99,12.72,12.99,12.99,1015,91,1015,1014,10000,2.93,65,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-13 15:53:48,13.04,12.78,13.04,13.04,1014,91,1014,1014,10000,2.2,70,100,1776029475,1776075881,CN,120.6167,32.2972
Taoyuan,2026-04-13 16:55:36,12.9,12.65,12.9,12.9,1014,92,1014,1013,10000,1.86,44,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-13 17:54:56,12.92,12.67,12.92,12.92,1014,92,1014,1013,7078,0.65,126,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-13 19:03:49,12.12,11.95,12.12,12.12,1012,98,1012,1012,8287,2.26,80,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-13 20:29:38,12.04,11.88,12.04,12.04,1012,99,1012,1012,10000,1.43,348,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-13 21:24:42,12.05,11.87,12.05,12.05,1013,98,1013,1012,10000,2,344,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-13 22:07:28,12.19,12,12.19,12.19,1013,97,1013,1013,10000,2.15,347,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-13 23:07:57,12.22,12.03,12.22,12.22,1013,97,1013,1012,10000,2.79,22,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-14 00:04:10,12.41,12.21,12.41,12.41,1014,96,1014,1013,10000,2.35,28,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-14 03:47:06,13.43,13.34,13.43,13.43,1014,96,1014,1013,10000,1.61,36,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-14 05:56:00,13.91,13.84,13.91,13.91,1013,95,1013,1012,10000,1.82,16,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-14 07:21:54,14.19,14.12,14.19,14.19,1012,94,1012,1011,10000,1.77,12,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-14 08:58:04,13.86,13.81,13.86,13.86,1012,96,1012,1011,10000,1.62,18,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-14 10:16:50,13.59,13.54,13.59,13.59,1012,97,1012,1012,10000,1.31,30,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-14 11:35:13,13.35,13.27,13.35,13.35,1013,97,1013,1013,10000,1.42,93,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-14 13:06:17,13.66,13.59,13.66,13.66,1014,96,1014,1014,10000,0.63,27,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-14 14:58:44,13.18,13.06,13.18,13.18,1014,96,1014,1014,10000,0.07,146,100,1776115803,1776162323,CN,120.6167,32.2972
Taoyuan,2026-04-14 16:08:24,13.28,13.17,13.28,13.28,1014,96,1014,1013,10000,0.5,125,100,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-14 17:40:11,13.21,13.12,13.21,13.21,1013,97,1013,1013,10000,2.03,28,100,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-14 18:58:12,13.78,13.77,13.78,13.78,1013,98,1013,1012,10000,1.15,34,100,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-14 20:29:15,13.53,13.5,13.53,13.53,1013,98,1013,1012,10000,1.19,17,99,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-14 21:25:31,13.63,13.58,13.63,13.63,1013,97,1013,1013,10000,1.46,20,99,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-14 22:09:17,13.75,13.71,13.75,13.75,1013,97,1013,1013,10000,1.82,40,100,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-14 23:08:46,14.63,14.55,14.63,14.63,1014,92,1014,1013,10000,1.24,70,99,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-15 00:04:25,16.33,16.24,16.33,16.33,1014,85,1014,1014,10000,2.01,58,92,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-15 03:45:50,21.71,21.48,21.71,21.71,1014,59,1014,1014,10000,3.65,77,0,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-15 05:55:55,22.03,21.7,22.03,22.03,1014,54,1014,1013,10000,4.66,58,13,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-15 07:22:02,21.01,20.52,21.01,21.01,1013,52,1013,1012,10000,4.97,61,100,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-15 08:59:36,18.1,17.69,18.1,18.1,1014,66,1014,1013,10000,4.04,65,100,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-15 10:18:52,15.19,14.75,15.19,15.19,1014,76,1014,1013,10000,3.82,63,100,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-15 11:32:32,13.39,12.61,13.39,13.39,1015,70,1015,1015,10000,3.25,90,100,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-15 13:01:50,12.36,11.53,12.36,12.36,1016,72,1016,1015,10000,2.8,104,100,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-15 14:52:05,12.55,11.61,12.55,12.55,1015,67,1015,1015,10000,2.74,107,88,1776202131,1776248765,CN,120.6167,32.2972
Taoyuan,2026-04-15 16:00:58,12.48,11.51,12.48,12.48,1015,66,1015,1014,10000,3.23,110,91,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-15 17:36:57,11.95,10.98,11.95,11.95,1014,68,1014,1014,10000,3.18,104,92,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-15 19:03:12,12.21,11.31,12.21,12.21,1014,70,1014,1014,10000,2.83,112,91,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-15 20:12:51,12.32,11.46,12.32,12.32,1014,71,1014,1014,10000,2.62,103,95,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-15 21:11:43,12.08,11.22,12.08,12.08,1014,72,1014,1014,10000,2.99,107,97,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-15 22:08:02,12.36,11.61,12.36,12.36,1014,75,1014,1014,10000,3.43,103,98,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-15 23:07:33,14.11,13.53,14.11,14.11,1014,75,1014,1014,10000,3.92,110,96,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-16 00:04:09,15.1,14.52,15.1,15.1,1014,71,1014,1014,10000,3.69,124,96,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-16 03:51:21,18.24,17.84,18.24,18.24,1015,66,1015,1014,10000,5.09,128,89,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-16 05:56:26,16.47,16.31,16.47,16.47,1013,82,1013,1012,10000,5.79,131,92,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-16 07:24:45,15.45,15.24,15.45,15.45,1012,84,1012,1011,10000,5.16,117,100,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-16 08:57:12,14.72,14.41,14.72,14.72,1012,83,1012,1011,10000,5.4,102,100,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-16 10:19:14,14.12,13.81,14.12,14.12,1012,85,1012,1012,10000,5.3,112,100,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-16 11:35:46,14.14,13.96,14.14,14.14,1014,90,1014,1013,10000,2.78,90,100,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-16 13:10:49,14.01,13.92,14.01,14.01,1014,94,1014,1014,10000,3.11,80,100,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-16 15:10:57,13.77,13.68,13.77,13.77,1013,95,1013,1013,10000,3.12,96,100,1776288460,1776335207,CN,120.6167,32.2972
Taoyuan,2026-04-16 16:52:56,13.54,13.48,13.54,13.54,1013,97,1013,1012,10000,2.56,85,100,1776374790,1776421649,CN,120.6167,32.2972
Taoyuan,2026-04-16 18:03:34,13.59,13.54,13.59,13.59,1013,97,1013,1012,10000,1.45,106,100,1776374790,1776421649,CN,120.6167,32.2972
Taoyuan,2026-04-16 19:42:44,14.04,14.03,14.04,14.04,1013,97,1013,1012,10000,1.47,155,100,1776374790,1776421649,CN,120.6167,32.2972
Taoyuan,2026-04-16 20:40:20,14,13.99,14,14,1013,97,1013,1013,10000,1.57,167,100,1776374790,1776421649,CN,120.6167,32.2972
Taoyuan,2026-04-16 21:36:31,14.05,14.04,14.05,14.05,1014,97,1014,1013,10000,1.05,259,100,1776374790,1776421649,CN,120.6167,32.2972
Taoyuan,2026-04-16 22:32:26,15.06,15.05,15.06,15.06,1014,93,1014,1014,10000,1.52,299,100,1776374790,1776421649,CN,120.6167,32.2972
Taoyuan,2026-04-16 23:33:25,15.66,15.63,15.66,15.66,1014,90,1014,1014,10000,1.87,323,100,1776374790,1776421649,CN,120.6167,32.2972
Taoyuan,2026-04-17 01:49:06,18.15,18.11,18.15,18.15,1015,80,1015,1014,10000,3.14,335,98,1776374790,1776421649,CN,120.6167,32.2972
Taoyuan,2026-04-17 04:43:44,22.29,22.25,22.29,22.29,1013,64,1013,1013,10000,3.38,328,90,1776374790,1776421649,CN,120.6167,32.2972
Taoyuan,2026-04-17 06:53:28,20.16,20.19,20.16,20.16,1012,75,1012,1012,10000,2.96,20,100,1776374790,1776421649,CN,120.6167,32.2972
Taoyuan,2026-04-17 08:22:52,18.76,18.83,18.76,18.76,1013,82,1013,1012,10000,3.44,46,100,1776374790,1776421649,CN,120.6167,32.2972
Taoyuan,2026-04-17 09:52:26,16.81,16.82,16.81,16.81,1014,87,1014,1013,10000,3.89,53,100,1776374790,1776421649,CN,120.6167,32.2972
